Date,Signal,Predicted_Return,Actual_Return,Strategy_Return,Equity
2020-06-30,1,0.03457575974176303,0.008347614572392012,0.008347614572392012,1.1504566121045925
2020-07-01,1,0.028764624344675294,-0.001891447368420891,-0.001891447368420891,1.148280583973145
2020-07-02,1,0.02291760404436499,0.0,0.0,1.148280583973145
2020-07-06,1,0.02701871528886356,0.02675015791931012,0.02675015791931012,1.1789972709301042
2020-07-07,1,0.001820948826400902,-0.0031028487361240286,-0.0031028487361240286,1.1753390207381051
2020-07-08,1,0.008583315934489643,0.023290133891437786,0.023290133891437786,1.2027128238989269
2020-07-09,0,-0.010224285706384232,0.004300285811678911,0.0,1.2027128238989269
2020-07-10,0,-0.01773476612474215,0.0017493015848150594,0.0,1.2027128238989269
2020-07-13,0,-0.008745745483093025,-0.004613219349457686,-0.0,1.2027128238989269
2020-07-14,0,0.00012506525588467998,0.01654840145584021,0.0,1.2027128238989269
2020-07-15,0,-0.001370955602993118,0.0068773665095432064,0.0,1.2027128238989269
2020-07-16,1,0.01008296409327839,-0.012304937324123823,-0.012304937324123823,1.1879135179819305
2020-07-17,1,0.041164376950646286,-0.0020202543448416587,-0.0020202543448416587,1.1855136305359313
2020-07-20,1,0.03901221581324113,0.02107394046352274,0.02107394046352274,1.2104970742045402
2020-07-21,1,0.024040709101086896,-0.013801692804310822,-0.013801692804310822,1.193790165445852
2020-07-22,1,0.03307523432466173,0.0028092783505153994,0.0028092783505153994,1.1971438543126973
2020-07-23,1,0.03310382541736012,-0.0455164614870595,-0.0455164614870595,1.1426541021734036
2020-07-24,1,0.0732700574493696,-0.0024772470246109536,-0.0024772470246109536,1.139823465698635
2020-07-27,1,0.05474791567725772,0.02370026453598237,0.02370026453598237,1.1668375833600129
2020-07-28,1,0.02115160754279939,-0.016427592026157626,-0.016427592026157626,1.1476692515797868
2020-07-29,1,0.04114308197061576,0.019168386906517343,0.019168386906517343,1.1696682198347814
2020-07-30,1,0.01992939457748869,0.01210016835016826,0.01210016835016826,1.183821402208624
2020-07-31,1,0.008704863934051446,0.10468863707246083,0.10468863707246083,1.3077540513430543
2020-08-03,0,-0.0830749391095912,0.025197628458497975,0.0,1.3077540513430543
2020-08-04,0,-0.10136892435814687,0.006678141135972518,0.0,1.3077540513430543
2020-08-05,0,-0.10491468891945077,0.0036246751470386516,0.0,1.3077540513430543
2020-08-06,0,-0.10385299933897643,0.03488926746166954,0.0,1.3077540513430543
2020-08-07,0,-0.12201856771947914,-0.02449463356818337,-0.0,1.3077540513430543
2020-08-10,0,-0.08478404609541988,0.014534818314771148,0.0,1.3077540513430543
2020-08-11,0,-0.08824459669058132,-0.02973985939544482,-0.0,1.3077540513430543
2020-08-12,0,-0.047921805245535715,0.03323428571428576,0.0,1.3077540513430543
2020-08-13,0,-0.07520146678374014,0.017697548889478807,0.0,1.3077540513430543
2020-08-14,0,-0.0813253734559767,-0.0008912268498391988,-0.0,1.3077540513430543
2020-08-17,0,-0.07693531972643076,-0.0026107956399712565,-0.0,1.3077540513430543
2020-08-18,0,-0.0641051701553059,0.008332787993804928,0.0,1.3077540513430543
2020-08-19,0,-0.06646995895162926,0.001254732287723059,0.0,1.3077540513430543
2020-08-20,0,-0.058865333565206145,0.022189572845321262,0.0,1.3077540513430543
2020-08-21,0,-0.07372957857333945,0.05153244557176072,0.0,1.3077540513430543
2020-08-24,0,-0.1124678781449129,0.011960279810243604,0.0,1.3077540513430543
2020-08-25,0,-0.11561897783548608,-0.008203722463897653,-0.0,1.3077540513430543
2020-08-26,0,-0.10312737392896933,0.01359903865411569,0.0,1.3077540513430543
2020-08-27,0,-0.10791569667774625,-0.011954395463257434,-0.0,1.3077540513430543
2020-08-28,0,-0.08899506057093562,-0.0016198704103671752,-0.0,1.3077540513430543
2020-08-31,0,-0.07636862330488957,-0.7415219437934419,-0.0,1.3077540513430543
2020-09-01,1,0.26724586084771446,0.03983261004339751,0.03983261004339751,1.3598453085028754
2020-09-02,0,-0.025352410933249695,-0.020718437919213004,-0.0,1.3598453085028754
2020-09-03,0,-0.16605712797725222,-0.0800608828006089,-0.0,1.3598453085028754
2020-09-04,0,-0.21372222395467091,0.0006618133686300322,0.0,1.3598453085028754
2020-09-08,0,-0.23585665919793342,-0.06729497354497355,-0.0,1.3598453085028754
2020-09-09,0,-0.2429079685708221,0.03988654493884063,0.0,1.3598453085028754
2020-09-10,0,-0.2773008557907192,-0.03264575519945447,-0.0,1.3598453085028754
2020-09-11,0,-0.26414856123749886,-0.013128910036126486,-0.0,1.3598453085028754
2020-09-14,0,-0.25057867595127653,0.02995535714285718,0.0,1.3598453085028754
2020-09-15,0,-0.2551662631413287,0.0016037449612066061,0.0,1.3598453085028754
2020-09-16,0,-0.23818111832380826,-0.02951358836766485,-0.0,1.3598453085028754
2020-09-17,0,-0.2202220587771657,-0.01596361366271285,-0.0,1.3598453085028754
2020-09-18,0,-0.2162413024072611,-0.03172013775602683,-0.0,1.3598453085028754
2020-09-21,0,-0.20659823972872698,0.030325720703856186,0.0,1.3598453085028754
2020-09-22,0,-0.2341845534568609,0.01571584302325585,0.0,1.3598453085028754
2020-09-23,0,-0.2393309416897597,-0.0419461586620159,-0.0,1.3598453085028754
2020-09-24,0,-0.23149084670940742,0.010268857356235943,0.0,1.3598453085028754
2020-09-25,0,-0.25419700451951177,0.03751617076326005,0.0,1.3598453085028754
2020-09-28,0,-0.28369770111203574,0.023868899180619813,0.0,1.3598453085028754
2020-09-29,0,-0.30156171529261533,-0.007567849686847515,-0.0,1.3598453085028754
2020-09-30,0,-0.2947800695055028,0.015075817337189927,0.0,1.3598453085028754
2020-10-01,0,-0.2951129860297848,0.008462136257663325,0.0,1.3598453085028754
2020-10-02,0,-0.29337252063164915,-0.03228016097268598,-0.0,1.3598453085028754
2020-10-05,0,-0.2579768472299219,0.030791010440630012,0.0,1.3598453085028754
2020-10-06,0,-0.268777871848176,-0.02866952789699574,-0.0,1.3598453085028754
2020-10-07,0,-0.23544223336374517,0.0169671261930012,0.0,1.3598453085028754
2020-10-08,0,-0.24160072610408936,-0.0009558567952729721,-0.0,1.3598453085028754
2020-10-09,0,-0.2332346347909373,0.017395842393667912,0.0,1.3598453085028754
2020-10-12,0,-0.23731596885486128,0.06352056082756269,0.0,1.3598453085028754
2020-10-13,0,-0.2765914818864927,-0.0265273311897107,-0.0,1.3598453085028754
2020-10-14,0,-0.25000834130335203,0.0007431874483897887,0.0,1.3598453085028754
2020-10-15,0,-0.2418498978755273,-0.003960722831916857,-0.0,1.3598453085028754
2020-10-16,0,-0.2342185010255079,-0.014000497059067168,-0.0,1.3598453085028754
2020-10-19,0,-0.21746123359896838,-0.025541925726768545,-0.0,1.3598453085028754
2020-10-20,0,-0.2012098917243275,0.013191929643041913,0.0,1.3598453085028754
2020-10-21,0,-0.21656746467055998,-0.005446344991915587,-0.0,1.3598453085028754
2020-10-22,0,-0.2125065218364957,-0.009583297681184261,-0.0,1.3598453085028754
2020-10-23,0,-0.20945868275850432,-0.006133909287257088,-0.0,1.3598453085028754
2020-10-26,0,-0.2091704807626355,8.692628650908481e-05,0.0,1.3598453085028754
2020-10-27,0,-0.22450516960611552,0.013472403302911754,0.0,1.3598453085028754
2020-10-28,0,-0.24221012645479334,-0.04631217838765001,-0.0,1.3598453085028754
2020-10-29,0,-0.2127378724461837,0.03705035971223013,0.0,1.3598453085028754
2020-10-30,0,-0.24393169920435387,-0.05601803676725628,-0.0,1.3598453085028754
2020-11-02,0,-0.20850764647271294,-0.0008267499540694784,-0.0,1.3598453085028754
2020-11-03,0,-0.21083744038901608,0.015353498207226273,0.0,1.3598453085028754
2020-11-04,0,-0.22574294386286528,0.04083665338645423,0.0,1.3598453085028754
2020-11-05,0,-0.25446492477622745,0.035493692909960836,0.0,1.3598453085028754
2020-11-06,0,-0.2777286873418203,-0.0028564227505671128,-0.0,1.3598453085028754
2020-11-09,0,-0.27047066122471747,-0.01996798382340555,-0.0,1.3598453085028754
2020-11-10,0,-0.2511346546787015,-0.0030089408528197587,-0.0,1.3598453085028754
2020-11-11,0,-0.24645120854767127,0.03035267741657334,0.0,1.3598453085028754
2020-11-12,0,-0.26272733948382193,-0.0023432923257177616,-0.0,1.3598453085028754
2020-11-13,0,-0.25527586231754884,0.00041942790034402627,0.0,1.3598453085028754
2020-11-16,0,-0.23737746805987184,0.00872044273016931,0.0,1.3598453085028754
2020-11-17,0,-0.20526639283545692,-0.007564422277639089,-0.0,1.3598453085028754
2020-11-18,0,-0.1802945030385581,-0.011391238797219311,-0.0,1.3598453085028754
2020-11-19,0,-0.164771209538392,0.005168177581970801,0.0,1.3598453085028754
2020-11-20,0,-0.158220233261304,-0.010957518543493014,-0.0,1.3598453085028754
2020-11-23,0,-0.14994760776309765,-0.029742628259758045,-0.0,1.3598453085028754
2020-11-24,0,-0.13113714259184917,0.01159420289855079,0.0,1.3598453085028754
2020-11-25,0,-0.11571309582437919,0.007467222366935829,0.0,1.3598453085028754
2020-11-27,0,-0.12560793445879434,0.004826338016030356,0.0,1.3598453085028754
2020-11-30,0,-0.1189730413803178,0.021099579723818453,0.0,1.3598453085028754
2020-12-01,0,-0.12076838724455978,0.030827383452330968,0.0,1.3598453085028754
2020-12-02,0,-0.13392452404116714,0.0029335071707953016,0.0,1.3598453085028754
2020-12-03,0,-0.1147170564281425,-0.0011374715632109244,-0.0,1.3598453085028754
2020-12-04,0,-0.10881684158843997,-0.005612493899463135,-0.0,1.3598453085028754
2020-12-07,0,-0.07604793244344325,0.012269938650306749,0.0,1.3598453085028754
2020-12-08,0,-0.06602777037957702,0.005090909090909054,0.0,1.3598453085028754
2020-12-09,0,-0.06544499045343023,-0.02090368226402954,-0.0,1.3598453085028754
2020-12-10,0,-0.02935463486682569,0.01198883232057804,0.0,1.3598453085028754
2020-12-11,0,-0.005029511815423624,-0.006734826355079506,-0.0,1.3598453085028754
2020-12-14,1,0.0369913434487583,-0.0051466383465402785,-0.0051466383465402785,1.3528466764927716
2020-12-15,1,0.08471571430037772,0.05009032681885362,0.05009032681885362,1.4206112086540945
2020-12-16,1,0.03002875754338788,-0.0005473881764153361,-0.0005473881764153361,1.4198335828751942
2020-12-17,1,0.045344646487584093,0.006963461387997702,0.006963461387997702,1.429720539206928
2020-12-18,1,0.08328047887984422,-0.015889665889665793,-0.015889665889665793,1.4070027575233373
2020-12-21,1,0.08781172818754687,0.01243535588804223,0.01243535588804223,1.4244993375485966
2020-12-22,1,0.05786532161295873,0.028464477891289138,0.028464477891289138,1.4650469674484046
2020-12-23,1,0.024027307502855377,-0.006976038823172486,-0.006976038823172486,1.4548267429257133
2020-12-24,1,0.03452445969904926,0.007712278558338354,0.007712278558338354,1.4660467720212764
2020-12-28,1,0.027314825709086353,0.035765704326740914,0.035765704326740914,1.5184809673985624
2020-12-29,0,-0.0019077493867281638,-0.013314799912210061,-0.0,1.5184809673985624
2020-12-30,1,0.020154078312391063,-0.008526729443167536,-0.008526729443167536,1.5055332910249555
2020-12-31,1,0.025475865169231893,-0.0077026622793897786,-0.0077026622793897786,1.493936676533812
2021-01-04,1,0.0288349783800588,-0.02471927048006633,-0.02471927048006633,1.4570076517464814
2021-01-05,1,0.035702128138039975,0.012363804960976697,0.012363804960976697,1.4750218101793255
2021-01-06,1,0.011505604481826363,-0.03366155255324019,-0.03366155255324019,1.4253702859987987
2021-01-07,1,0.024251277977821433,0.034123222748815116,0.034123222748815116,1.4740085137674779
2021-01-08,0,-0.02112956736162819,0.008631225175679987,0.0,1.4740085137674779
2021-01-11,0,-0.02742362031427498,-0.02324876940552837,-0.0,1.4740085137674779
2021-01-12,0,-0.008426261070181587,-0.0013955652039074151,-0.0,1.4740085137674779
2021-01-13,0,-0.010484055702730822,0.016226708074533965,0.0,1.4740085137674779
2021-01-14,0,-0.023929047743005714,-0.015127206050882344,-0.0,1.4740085137674779
2021-01-15,0,-0.008290509295032604,-0.013730509657900831,-0.0,1.4740085137674779
2021-01-19,0,-0.0011996211768584382,0.005427088249174121,0.0,1.4740085137674779
2021-01-20,0,-0.009145650003453059,0.03285613705702889,0.0,1.4740085137674779
2021-01-21,0,-0.035467881556127165,0.03665833522684241,0.0,1.4740085137674779
2021-01-22,0,-0.059073968740867275,0.016073646525900407,0.0,1.4740085137674779
2021-01-25,0,-0.06074094371174359,0.027683900194146793,0.0,1.4740085137674779
2021-01-26,0,-0.07194810723711247,0.0016792611251050175,0.0,1.4740085137674779
2021-01-27,0,-0.05055318674117899,-0.007683710533668583,-0.0,1.4740085137674779
2021-01-28,0,-0.03113295222006768,-0.03498521751372659,-0.0,1.4740085137674779
2021-01-29,1,0.004609443207644132,-0.03742067255087895,-0.03742067255087895,1.4188501238365774
2021-02-01,1,0.011580703980491186,0.016520157623522116,0.016520157623522116,1.4422897515265114
2021-02-02,0,-0.023436248720145363,0.006336663187714499,0.0,1.4422897515265114
2021-02-03,0,-0.04241643134589837,-0.007778353952144687,-0.0,1.4422897515265114
2021-02-04,0,-0.04548436541227647,0.02575780200089584,0.0,1.4422897515265114
2021-02-05,0,-0.06780837933841383,-0.004585486571075009,-0.0,1.4422897515265114
2021-02-08,0,-0.05901995622892058,0.001096811933313876,0.0,1.4422897515265114
2021-02-09,0,-0.05592040926464007,-0.006573661529471957,-0.0,1.4422897515265114
2021-02-10,0,-0.049292851104410916,-0.004558488346445148,-0.0,1.4422897515265114
2021-02-11,0,-0.04382143443968572,-0.0019203781667773907,-0.0,1.4422897515265114
2021-02-12,0,-0.04225110249013678,0.0017760674905647087,0.0,1.4422897515265114
2021-02-16,0,-0.04453987436632012,-0.016104011228484944,-0.0,1.4422897515265114
2021-02-17,0,-0.03233385862947198,-0.01764396726480963,-0.0,1.4422897515265114
2021-02-18,0,-0.024024573862279335,-0.008636502598593667,-0.0,1.4422897515265114
2021-02-19,0,-0.027114208216436002,0.0012335209313082767,0.0,1.4422897515265114
2021-02-22,0,-0.034404982280958875,-0.029799029799029833,-0.0,1.4422897515265114
2021-02-23,0,-0.016150277758401537,-0.0011111111111111157,-0.0,1.4422897515265114
2021-02-24,0,-0.026893944272778282,-0.004052121404735461,-0.0,1.4422897515265114
2021-02-25,0,-0.03117231225225614,-0.034782608695652056,-0.0,1.4422897515265114
2021-02-26,0,-0.012451525000129218,0.002231589387552657,0.0,1.4422897515265114
2021-03-01,0,-0.026974101241972352,0.05385122876463797,0.0,1.4422897515265114
2021-03-02,0,-0.0763443868404096,-0.020893653650520396,-0.0,1.4422897515265114
2021-03-03,0,-0.053303908813944895,-0.024456521739130453,-0.0,1.4422897515265114
2021-03-04,0,-0.03205660314183344,-0.015811895788956306,-0.0,1.4422897515265114
2021-03-05,0,-0.024295132096478777,0.010738366769333275,0.0,1.4422897515265114
2021-03-08,0,-0.03964999479627791,-0.04167352989622799,-0.0,1.4422897515265114
2021-03-09,0,-0.014547773553317824,0.040606737710553405,0.0,1.4422897515265114
2021-03-10,0,-0.052958660359651744,-0.009125820704463723,-0.0,1.4422897515265114
2021-03-11,0,-0.04616480371240262,0.01650275045840965,0.0,1.4422897515265114
2021-03-12,0,-0.0569815630989412,-0.007625450967530278,-0.0,1.4422897515265114
2021-03-15,0,-0.045333666889310766,0.02445674626125749,0.0,1.4422897515265114
2021-03-16,0,-0.06546870146329212,0.012742963142188873,0.0,1.4422897515265114
2021-03-17,0,-0.0670040343572372,-0.006450585330891042,-0.0,1.4422897515265114
2021-03-18,0,-0.052163613610789,-0.03390509778775252,-0.0,1.4422897515265114
2021-03-19,0,-0.02254891259080987,-0.004480212395254228,-0.0,1.4422897515265114
2021-03-22,0,-0.029288525203434994,0.02833569464122003,0.0,1.4422897515265114
2021-03-23,0,-0.059380919999594786,-0.006888726801199403,-0.0,1.4422897515265114
2021-03-24,0,-0.05295467734706529,-0.01999347151950386,-0.0,1.4422897515265114
2021-03-25,0,-0.040753792362433934,0.0041635440086601715,0.0,1.4422897515265114
2021-03-26,0,-0.051924959444191086,0.005141388174807118,0.0,1.4422897515265114
2021-03-29,0,-0.056670842966558506,0.0014850259879548456,0.0,1.4422897515265114
2021-03-30,0,-0.05626363146981707,-0.01227448719004856,-0.0,1.4422897515265114
2021-03-31,0,-0.044891815567334806,0.018765638031693076,0.0,1.4422897515265114
2021-04-01,0,-0.056944876384696114,0.0069586573884567685,0.0,1.4422897515265114
2021-04-05,0,-0.059010823567708336,0.02357723577235777,0.0,1.4422897515265114
2021-04-06,0,-0.06843062712144439,0.0024622716441619385,0.0,1.4422897515265114
2021-04-07,0,-0.06351875176417277,0.013390381110847097,0.0,1.4422897515265114
2021-04-08,0,-0.06470572417186893,0.019233776387803034,0.0,1.4422897515265114
2021-04-09,0,-0.06635296128944015,0.020213255599877192,0.0,1.4422897515265114
2021-04-12,0,-0.07026016612246351,-0.013195984811459043,-0.0,1.4422897515265114
2021-04-13,0,-0.046856090449153336,0.024306613837244723,0.0,1.4422897515265114
2021-04-14,0,-0.056468697732149215,-0.017853157777281897,-0.0,1.4422897515265114
2021-04-15,0,-0.034257221518073554,0.018707869423615835,0.0,1.4422897515265114
2021-04-16,0,-0.04771905494888476,-0.0025278810408922185,-0.0,1.4422897515265114
2021-04-19,0,-0.04192945540626628,0.005068574836016747,0.0,1.4422897515265114
2021-04-20,0,-0.04466310476768765,-0.012830020765351452,-0.0,1.4422897515265114
2021-04-21,0,-0.034449712240170356,0.002929907595221894,0.0,1.4422897515265114
2021-04-22,0,-0.04109609082397004,-0.011685393258426983,-0.0,1.4422897515265114
2021-04-23,0,-0.03296400818731524,0.018038502349552794,0.0,1.4422897515265114
2021-04-26,0,-0.04606519816104959,0.002977963073257934,0.0,1.4422897515265114
2021-04-27,0,-0.038533190367057595,-0.00244952494061767,-0.0,1.4422897515265114
2021-04-28,0,-0.029706558555672755,-0.006027234169208824,-0.0,1.4422897515265114
2021-04-29,0,-0.024683059484485043,-0.0007486150621352203,-0.0,1.4422897515265114
2021-04-30,0,-0.024250852443659557,-0.015133353311357371,-0.0,1.4422897515265114
2021-05-03,0,-0.01288147297657088,0.008215426745778062,0.0,1.4422897515265114
2021-05-04,0,-0.024640796086322938,-0.035385543986720974,-0.0,1.4422897515265114
2021-05-05,0,0.00020091236220428773,0.0019554165037152915,0.0,1.4422897515265114
2021-05-06,0,-0.010196182524943847,0.012802498048399804,0.0,1.4422897515265114
2021-05-07,0,-0.023935698169174957,0.003622629875134876,0.0,1.4422897515265114
2021-05-10,0,-0.02555182840534647,-0.025804469702787908,-0.0,1.4422897515265114
2021-05-11,0,-0.0031933511952785816,-0.007410327158060684,-0.0,1.4422897515265114
2021-05-12,0,-0.0008415008271036581,-0.024938448097847673,-0.0,1.4422897515265114
2021-05-13,1,0.015362604011820918,0.01791968722000491,0.01791968722000491,1.4681351327544852
2021-05-14,0,-0.004241181457768605,0.019844762743058367,0.0,1.4681351327544852
2021-05-17,0,-0.01991660476151802,-0.009258532757944346,-0.0,1.4681351327544852
2021-05-18,0,-0.007778238719608744,-0.011245743248594295,-0.0,1.4681351327544852
2021-05-19,1,0.0071933121503617295,-0.0012815378454144701,-0.0012815378454144701,1.4662536620196776
2021-05-20,1,0.00777748640848055,0.021012110032881583,0.021012110032881583,1.4970627453021506
2021-05-21,0,-0.008996783867718332,-0.014767103919566376,-0.0,1.4970627453021506
2021-05-24,1,0.009537445095122722,0.013314199154907018,0.013314199154907018,1.5169949368404954
2021-05-25,0,-0.0014225849478756438,-0.0015735641227379122,-0.0,1.5169949368404954
2021-05-26,0,-0.0028926046745715575,-0.00039401103230899423,-0.0,1.5169949368404954
2021-05-27,1,0.0014619327315111802,-0.012376823019314098,-0.012376823019314098,1.498219358986025
2021-05-28,1,0.012945479664613756,-0.005348020434227344,-0.005348020434227344,1.4902068512392128
2021-06-01,1,0.013283208748012554,-0.0026482625792472376,-0.0026482625792472376,1.4862603921997382
2021-06-02,1,0.007748478894683367,0.006276150627615072,0.006276150627615072,1.495588386293042
2021-06-03,0,0.0002851219305358246,-0.012154166000319815,-0.0,1.495588386293042
2021-06-04,1,0.0021603105522502324,0.019022179051319362,0.019022179051319362,1.524037736364182
2021-06-07,0,-0.017056722638718578,7.94344268806507e-05,0.0,1.524037736364182
2021-06-08,0,-0.018419249082388102,0.006671961874503488,0.0,1.524037736364182
2021-06-09,0,-0.02225721328251362,0.0030771658513492235,0.0,1.524037736364182
2021-06-10,0,-0.02457203711644204,-0.008023283253362668,-0.0,1.524037736364182
2021-06-11,0,-0.017012921836126443,0.009832685750535206,0.0,1.524037736364182
2021-06-14,0,-0.023983389618914365,0.024577934825284614,0.0,1.524037736364182
2021-06-15,0,-0.03846719672824611,-0.0064377682403433745,-0.0,1.524037736364182
2021-06-16,0,-0.02630170088276298,0.0039339709966061355,0.0,1.524037736364182
2021-06-17,0,-0.02822599290106972,0.012600845178639925,0.0,1.524037736364182
2021-06-18,0,-0.03284407628035719,-0.010091812732377147,-0.0,1.524037736364182
2021-06-21,0,-0.01721257840346185,0.014103939904951734,0.0,1.524037736364182
2021-06-22,0,-0.02728610568576397,0.012698412698412534,0.0,1.524037736364182
2021-06-23,0,-0.03410088572863013,-0.0020898641588296845,-0.0,1.524037736364182
2021-06-24,0,-0.02699917755469326,-0.0021690351533282877,-0.0,1.524037736364182
2021-06-25,0,-0.020724864513939616,-0.002248706993478622,-0.0,1.524037736364182
2021-06-28,0,-0.02026996293009551,0.012546014574412045,0.0,1.524037736364182
2021-06-29,0,-0.03094926667967012,0.011500222584953342,0.0,1.524037736364182
2021-06-30,0,-0.03973596405407614,0.004621139881170655,0.0,1.524037736364182
2021-07-01,0,-0.03880469152860558,0.0022634345794392686,0.0,1.524037736364182
2021-07-02,0,-0.03661872828754469,0.0195964158228309,0.0,1.524037736364182
2021-07-06,0,-0.048876155952482014,0.014718490997427851,0.0,1.524037736364182
2021-07-07,0,-0.05456738511603786,0.017955217574989316,0.0,1.524037736364182
2021-07-08,0,-0.057317457893721425,-0.009199695649166385,-0.0,1.524037736364182
2021-07-09,0,-0.04052086696715309,0.013055012566322287,0.0,1.524037736364182
2021-07-12,0,-0.04058168695300126,-0.004203707532217033,-0.0,1.524037736364182
2021-07-13,0,-0.03186837694636678,0.00788927335640129,0.0,1.524037736364182
2021-07-14,0,-0.03298901581757664,0.02410052183466094,0.0,1.524037736364182
2021-07-15,0,-0.04766434437070487,-0.0044921220248073475,-0.0,1.524037736364182
2021-07-16,0,-0.03403325327511485,-0.014075969827586231,-0.0,1.524037736364182
2021-07-19,0,-0.019049464601727316,-0.0269144067217706,-0.0,1.524037736364182
2021-07-20,0,-0.002869359314671735,0.025974025974026097,0.0,1.524037736364182
2021-07-21,0,-0.03317274314836003,-0.005131713992473486,-0.0,1.524037736364182
2021-07-22,0,-0.030651737931997974,0.009628610729023422,0.0,1.524037736364182
2021-07-23,0,-0.0380116184660785,0.01198910081743863,0.0,1.524037736364182
2021-07-26,0,-0.04335352703006152,0.0028944534194938532,0.0,1.524037736364182
2021-07-27,0,-0.03917937992771123,-0.014900328881132954,-0.0,1.524037736364182
2021-07-28,0,-0.019393718168733462,-0.012195952851400288,-0.0,1.524037736364182
2021-07-29,0,-0.011260885290481807,0.004552352048558399,0.0,1.524037736364182
2021-07-30,0,-0.01332588059599002,0.0015105740181270758,0.0,1.524037736364182
2021-08-02,0,-0.016501268339503727,-0.002331002331002354,-0.0,1.524037736364182
2021-08-03,0,-0.016879324470004193,0.01264431006047281,0.0,1.524037736364182
2021-08-04,0,-0.026619210175919183,-0.0027823018458199306,-0.0,1.524037736364182
2021-08-05,0,-0.016763817578523656,0.0007485539299082249,0.0,1.524037736364182
2021-08-06,0,-0.013520324698730551,-0.006255949952400489,-0.0,1.524037736364182
2021-08-09,0,-0.0038088543626829505,-0.00034213767620078656,-0.0,1.524037736364182
2021-08-10,0,-0.005998675032835091,-0.003354096789650278,-0.0,1.524037736364182
2021-08-11,0,-0.00660493871667879,0.0017857142857144186,0.0,1.524037736364182
2021-08-12,0,-0.0078071270985449305,0.02077334430275588,0.0,1.524037736364182
2021-08-13,0,-0.022730875306696548,0.0014104372355430719,0.0,1.524037736364182
2021-08-16,0,-0.01881299188359319,0.013547954393024884,0.0,1.524037736364182
2021-08-17,0,-0.027014712671428364,-0.006154049761778764,-0.0,1.524037736364182
2021-08-18,0,-0.012436420052828901,-0.025501032026100167,-0.0,1.524037736364182
2021-08-19,1,0.008319880800124599,0.002323039081716145,0.002323039081716145,1.5275781355877662
2021-08-20,1,0.0014326619549357457,0.01015678254942065,0.01015678254942065,1.5430934145381805
2021-08-23,0,-0.010283989304271528,0.010257102368580946,0.0,1.5430934145381805
2021-08-24,0,-0.016950348799345455,-0.0006011622470109105,-0.0,1.5430934145381805
2021-08-25,0,-0.013315115904301343,-0.00842133404625044,-0.0,1.5430934145381805
2021-08-26,0,-0.004543692186920842,-0.005527096252359272,-0.0,1.5430934145381805
2021-08-27,0,-0.0023207176470151623,0.007184492341060067,0.0,1.5430934145381805
2021-08-30,0,-0.008461707052279572,0.03041722745625848,0.0,1.5430934145381805
2021-08-31,0,-0.03499997895339443,-0.00842476489028208,-0.0,1.5430934145381805
2021-09-01,0,-0.021107627729461072,0.004478693275373631,0.0,1.5430934145381805
2021-09-02,0,-0.020672288459055905,0.007474919677398301,0.0,1.5430934145381805
2021-09-03,0,-0.022065748269962205,0.00423039375203388,0.0,1.5430934145381805
2021-09-07,0,-0.018823372722831,0.015489306545690125,0.0,1.5430934145381805
2021-09-08,0,-0.02721933083312391,-0.010083604569532096,-0.0,1.5430934145381805
2021-09-09,0,-0.015480716841324389,-0.0067049190896784246,-0.0,1.5430934145381805
2021-09-10,0,-0.0069268702563160785,-0.033101836827416076,-0.0,1.5430934145381805
